"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608900,2.1,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609000,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609100,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609201,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609202,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609300,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609400,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609500,0.3,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609500,0.3,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609601,7.7,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609601,7.7,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609602,17.5,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609602,17.5,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609603,16.7,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609603,16.7,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609700,21.1,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609700,21.1,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609800,5.5,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609800,5.5,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609900,0.4,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081609900,0.4,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081610000,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081610100,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081610201,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081610202,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081610203,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081610302,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081610303,19.9,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081610303,19.9,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081610304,0.8,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081610304,0.8,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081610400,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081610500,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081610601,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081610602,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081610700,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081610800,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081610900,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081611000,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081611100,7.0,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081611100,6.9,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081611200,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081611300,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081611400,6.7,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081611400,6.1,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081611500,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081611600,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081611700,0.0,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081611700,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081611800,0.2,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081611800,0.2,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081611900,0.1,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081611900,0.1,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081612000,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081612100,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081612500,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081612600,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081612700,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081612800,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081612900,5.4,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081612900,0.7,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081613000,2.2,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081613000,0.8,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081613200,7.2,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081613200,6.8,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081613300,8.4,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081613300,5.5,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
